Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code,Column1,Column2
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-13, 12:48:38",ISLAND,264,7.55,6.87,-1993.2,-1.32,1994.52,0,-179.52,O,7.55,TRUE
Trades,Data,Order,Stocks,USD,MGTA,"2018-11-26, 09:52:05",-,115,8.65,8.84,-994.75,-1,995.75,0,21.85,O,8.65,TRUE
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-26, 09:52:05",ISLAND,115,8.65,8.84,-994.75,-1,995.75,0,21.85,O,8.65,TRUE
Trades,SubTotal,,Stocks,USD,MGTA (Bought),,,379,7.883773087,,-2987.95,-2.32,2990.27,0,-157.67,,7.883773087,FALSE
Trades,Data,Order,Stocks,USD,MGTA,"2018-11-19, 15:53:48",-,-264,7.65,7.65,2019.6,-1.3776708,-1994.52,23.702329,0,C;P,7.65,TRUE
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-19, 15:53:48",ISLAND,-18,7.65,7.65,137.7,-1.0039321,-135.99,0.706068,0,C;P,7.65,TRUE
Trades,Data,ClosedLot,Stocks,USD,MGTA,13/11/18,,18,7.555,,,,135.99,0.706068,,ST,0,FALSE
Trades,Data,Trade,Stocks,USD,MGTA,"2018-11-19, 15:54:04",ISLAND,-246,7.65,7.65,1881.9,-0.3737387,-1858.53,22.996261,0,C;P,7.65,TRUE
Trades,Data,ClosedLot,Stocks,USD,MGTA,13/11/18,,246,7.555,,,,1858.53,22.996261,,ST,0,FALSE
Trades,SubTotal,,Stocks,USD,MGTA (Sold),,,-264,7.65,,2019.6,-1.3776708,-1994.52,23.702329,0,,7.65,TRUE
Trades,SubTotal,,Stocks,USD,MGTA,,,115,,,-968.35,-3.6976708,995.75,23.702329,-157.67,,8.420434783,FALSE
Trades,Data,Order,Stocks,USD,MOTS,"2018-11-20, 12:56:16",-,100,3.15,3.05,-315,-1,316,0,-10,O,3.15,TRUE
Trades,Data,Trade,Stocks,USD,MOTS,"2018-11-20, 12:56:16",ISLAND,100,3.15,3.05,-315,-1,316,0,-10,O,3.15,TRUE
Trades,SubTotal,,Stocks,USD,MOTS (Bought),,,100,3.15,,-315,-1,316,0,-10,,3.15,TRUE
Trades,Data,Order,Stocks,USD,MOTS,"2018-11-23, 09:39:13",-,-100,3.2,3.39,320,-1.01606,-316,2.98394,-19,C,3.2,TRUE
Trades,Data,Trade,Stocks,USD,MOTS,"2018-11-23, 09:39:13",ISLAND,-100,3.2,3.39,320,-1.01606,-316,2.98394,-19,C,3.2,TRUE
Trades,Data,ClosedLot,Stocks,USD,MOTS,20/11/18,,100,3.16,,,,316,2.98394,,ST,0,FALSE
Trades,SubTotal,,Stocks,USD,MOTS (Sold),,,-100,3.2,,320,-1.01606,-316,2.98394,-19,,3.2,TRUE
Trades,SubTotal,,Stocks,USD,MOTS,,,0,,,5,-2.01606,0,2.98394,-29,,#DIV/0!,#DIV/0!
Trades,Data,Order,Stocks,USD,RKDA,"2018-11-23, 12:55:35",-,46,4.2,4.27,-193.2,-1,194.2,0,3.22,O,4.2,TRUE
Trades,Data,Trade,Stocks,USD,RKDA,"2018-11-23, 12:55:35",ISLAND,46,4.2,4.27,-193.2,-1,194.2,0,3.22,O,4.2,TRUE
Trades,SubTotal,,Stocks,USD,RKDA (Bought),,,46,4.2,,-193.2,-1,194.2,0,3.22,,4.2,TRUE
Trades,Data,Order,Stocks,USD,RMED,"2018-11-26, 10:32:21",-,124,8.05,8.1,-998.2,-1,999.2,0,6.2,O,8.05,TRUE
Trades,Data,Trade,Stocks,USD,RMED,"2018-11-26, 10:32:21",NYSE,124,8.05,8.1,-998.2,-1,999.2,0,6.2,O,8.05,TRUE
Trades,SubTotal,,Stocks,USD,RMED (Bought),,,124,8.05,,-998.2,-1,999.2,0,6.2,,8.05,TRUE
Trades,Data,Order,Stocks,USD,ROSE,"2018-11-23, 12:54:58",-,246,4.05,3.99,-996.3,-1.23,997.53,0,-14.76,O,4.05,TRUE
Trades,Data,Trade,Stocks,USD,ROSE,"2018-11-23, 12:54:58",ISLAND,246,4.05,3.99,-996.3,-1.23,997.53,0,-14.76,O,4.05,TRUE
Trades,SubTotal,,Stocks,USD,ROSE (Bought),,,246,4.05,,-996.3,-1.23,997.53,0,-14.76,,4.05,TRUE
Trades,Data,Order,Stocks,USD,SBT,"2018-11-26, 09:49:38",-,47,8.9,8.7,-418.3,-1,419.3,0,-9.4,O,8.9,TRUE
Trades,Data,Trade,Stocks,USD,SBT,"2018-11-26, 09:49:38",ISLAND,47,8.9,8.7,-418.3,-1,419.3,0,-9.4,O,8.9,TRUE
Trades,SubTotal,,Stocks,USD,SBT (Bought),,,47,8.9,,-418.3,-1,419.3,0,-9.4,,8.9,TRUE
Trades,Data,Order,Stocks,USD,SIC,"2018-11-13, 12:46:32",-,232,8.595,8.595,-1994.04,-1.16,1995.2,0,0,O,8.595,TRUE
Trades,Data,Trade,Stocks,USD,SIC,"2018-11-13, 12:46:32",ISLAND,232,8.595,8.595,-1994.04,-1.16,1995.2,0,0,O,8.595,TRUE
Trades,SubTotal,,Stocks,USD,SIC (Bought),,,232,8.595,,-1994.04,-1.16,1995.2,0,0,,8.595,TRUE
Trades,Data,Order,Stocks,USD,SIC,"2018-11-23, 12:55:02",-,-98,8.7,8.69,852.6,-1.0227458,-842.8,8.777254,0.98,C,8.7,TRUE
Trades,Data,Trade,Stocks,USD,SIC,"2018-11-23, 12:55:02",ISLAND,-98,8.7,8.69,852.6,-1.0227458,-842.8,8.777254,0.98,C,8.7,TRUE
Trades,Data,ClosedLot,Stocks,USD,SIC,13/11/18,,98,8.6,,,,842.8,8.777254,,ST,0,FALSE
Trades,SubTotal,,Stocks,USD,SIC (Sold),,,-98,8.7,,852.6,-1.0227458,-842.8,8.777254,0.98,,8.7,TRUE
Trades,SubTotal,,Stocks,USD,SIC,,,134,,,-1141.44,-2.1827458,1152.4,8.777254,0.98,,8.518208955,FALSE
Trades,Data,Order,Stocks,USD,STRO,"2018-11-26, 10:04:03",-,93,10.7,10.85,-995.1,-1,996.1,0,13.95,O;P,10.7,TRUE
Trades,Data,Trade,Stocks,USD,STRO,"2018-11-26, 10:04:03",ISLAND,2,10.7,10.85,-21.4,-1,22.4,0,0.3,O;P,10.7,TRUE
Trades,Data,Trade,Stocks,USD,STRO,"2018-11-26, 10:04:03",ISLAND,91,10.7,10.85,-973.7,0,973.7,0,13.65,O;P,10.7,TRUE
Trades,SubTotal,,Stocks,USD,STRO (Bought),,,93,10.7,,-995.1,-1,996.1,0,13.95,,10.7,TRUE
Trades,Data,Order,Stocks,USD,SVVC,"2018-11-20, 13:05:33",-,79,12.6,13.35,-995.4,-1,996.4,0,59.25,O,12.6,TRUE
Trades,Data,Trade,Stocks,USD,SVVC,"2018-11-20, 13:05:33",ISLAND,79,12.6,13.35,-995.4,-1,996.4,0,59.25,O,12.6,TRUE
Trades,SubTotal,,Stocks,USD,SVVC (Bought),,,79,12.6,,-995.4,-1,996.4,0,59.25,,12.6,TRUE
Trades,Data,Order,Stocks,USD,SVVC,"2018-11-23, 09:30:00",-,-79,12.86,12.5594,1015.94,-1.02260822,-996.4,18.517392,23.7474,C,12.86,TRUE
Trades,Data,Trade,Stocks,USD,SVVC,"2018-11-23, 09:30:00",ISLAND,-79,12.86,12.5594,1015.94,-1.02260822,-996.4,18.517392,23.7474,C,12.86,TRUE
Trades,Data,ClosedLot,Stocks,USD,SVVC,20/11/18,,79,12.61265823,,,,996.4,18.517392,,ST,0,FALSE
Trades,SubTotal,,Stocks,USD,SVVC (Sold),,,-79,12.86,,1015.94,-1.02260822,-996.4,18.517392,23.7474,,12.86,TRUE
Trades,SubTotal,,Stocks,USD,SVVC,,,0,,,20.54,-2.02260822,0,18.517392,82.9974,,#DIV/0!,#DIV/0!
Trades,Data,Order,Stocks,USD,TBIO,"2018-11-13, 11:04:37",-,90,6.25,6.29,-562.5,-1,563.5,0,3.6,O,6.25,TRUE
Trades,Data,Trade,Stocks,USD,TBIO,"2018-11-13, 11:04:37",ISLAND,90,6.25,6.29,-562.5,-1,563.5,0,3.6,O,6.25,TRUE
Trades,SubTotal,,Stocks,USD,TBIO (Bought),,,90,6.25,,-562.5,-1,563.5,0,3.6,,6.25,TRUE
Trades,Data,Order,Stocks,USD,TBIO,"2018-11-19, 09:30:00",-,-90,6.6,6.84,594,-1.018432,-563.5,29.481568,-21.6,C,6.6,TRUE
Trades,Data,Trade,Stocks,USD,TBIO,"2018-11-19, 09:30:00",ISLAND,-90,6.6,6.84,594,-1.018432,-563.5,29.481568,-21.6,C,6.6,TRUE
Trades,Data,ClosedLot,Stocks,USD,TBIO,13/11/18,,90,6.261111111,,,,563.5,29.481568,,ST,0,FALSE
Trades,SubTotal,,Stocks,USD,TBIO (Sold),,,-90,6.6,,594,-1.018432,-563.5,29.481568,-21.6,,6.6,TRUE
Trades,SubTotal,,Stocks,USD,TBIO,,,0,,,31.5,-2.018432,0,29.481568,-18,,#DIV/0!,#DIV/0!
Trades,Data,Order,Stocks,USD,UROV,"2018-11-26, 10:03:38",-,121,8.25,8.3,-998.25,-1,999.25,0,6.05,O;P,8.25,TRUE
Trades,Data,Trade,Stocks,USD,UROV,"2018-11-26, 10:03:38",ISLAND,71,8.25,8.3,-585.75,-1,586.75,0,3.55,O;P,8.25,TRUE
Trades,Data,Trade,Stocks,USD,UROV,"2018-11-26, 10:10:09",ISLAND,50,8.25,8.3,-412.5,0,412.5,0,2.5,O;P,8.25,TRUE
Trades,SubTotal,,Stocks,USD,UROV (Bought),,,121,8.25,,-998.25,-1,999.25,0,6.05,,8.25,TRUE
Trades,Total,,Stocks,USD,,,,,,,-19275.8281,-63.93404615,19100.45265,266.25523,-1000.3011, ,#DIV/0!,#DIV/0!
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Exchange,Quantity,T. Price,C. Price,Proceeds,Comm in USD,,,MTM in USD,Code,#VALUE!,#VALUE!
Trades,Data,Order,Forex,SGD,USD.SGD,"2018-05-03, 02:21:18",-,"64,314",1.33295,0,-85727.3463,-2.00817144,,,-91.240728,,1.33295,TRUE
Trades,Data,Trade,Forex,SGD,USD.SGD,"2018-05-03, 02:21:18",IDEALFX,"64,314",1.33295,0,-85727.3463,-2.00817144,,,-91.240728,,1.33295,TRUE
Trades,SubTotal,,Forex,SGD,USD.SGD (Bought),,,64314,1.33295,,-85727.3463,-2.00817144,,,-91.240728,,1.33295,TRUE
Trades,Total,,Forex,SGD,,,,,,,-85727.3463,-2.00817144,,,-91.240728, ,#DIV/0!,#DIV/0!
Trades,Total,,Forex,USD,,,,,,,-64405.24073,-2.00817144,,,-91.240728, ,#DIV/0!,#DIV/0!
